expected_forged,scored_forged,result_valid,result_coverage,with_valid_bbox,strict_localization_misses,invalid_or_missing_result_misses,valid_result_but_no_valid_bbox_misses,box_overlap_successes,box_overlap_accuracy,box_iou_at_0_1_successes,box_iou_at_0_1_accuracy,box_iou_at_0_25_successes,box_iou_at_0_25_accuracy,box_iou_at_0_5_successes,box_iou_at_0_5_accuracy,all_boxes_inside_gt_successes,all_boxes_inside_gt_accuracy,forged_pixel_macro_precision,forged_pixel_macro_recall,forged_pixel_macro_f1,forged_pixel_macro_iou,forged_pixel_macro_mcc,forged_pixel_micro_tp,forged_pixel_micro_fp,forged_pixel_micro_fn,forged_pixel_micro_tn,forged_pixel_micro_precision,forged_pixel_micro_recall,forged_pixel_micro_f1,forged_pixel_micro_iou,denominator_policy
750,750,749,0.9986666666666667,43,707,1,706,27,0.036,25,0.03333333333333333,23,0.030666666666666665,9,0.012,1,0.0013333333333333333,0.3894290455844004,0.028506282487319855,0.023416225662970722,0.01850853680382997,0.4075929121187189,223398,1450793,114863060,1090005985,0.13343638808236336,0.0019411319444725633,0.003826597435236935,0.0019169664470633514,"all expected forged images; missing, invalid, empty, or entirely out-of-bounds bbox output is a miss"
