expected_images,valid_images,coverage,tp,tn,fp,fn,accuracy,precision,recall_tpr,specificity_tnr,false_positive_rate,f1,balanced_accuracy,auroc,average_precision
1000,1000,1.0,48,243,7,702,0.291,0.8727272727272727,0.064,0.972,0.028,0.11925465838509317,0.518,0.5234373333333334,0.7596568355791739
