expected_images,valid_images,coverage,tp,tn,fp,fn,accuracy,precision,recall_tpr,specificity_tnr,false_positive_rate,f1,balanced_accuracy,auroc,average_precision
1000,1000,1.0,305,235,15,445,0.54,0.953125,0.4066666666666667,0.94,0.06,0.5700934579439252,0.6733333333333333,0.701184,0.8763893346749122
