expected_forged,scored_forged,result_valid,result_coverage,with_valid_bbox,strict_localization_misses,invalid_or_missing_result_misses,valid_result_but_no_valid_bbox_misses,box_overlap_successes,box_overlap_accuracy,box_iou_at_0_1_successes,box_iou_at_0_1_accuracy,box_iou_at_0_25_successes,box_iou_at_0_25_accuracy,box_iou_at_0_5_successes,box_iou_at_0_5_accuracy,all_boxes_inside_gt_successes,all_boxes_inside_gt_accuracy,forged_pixel_macro_precision,forged_pixel_macro_recall,forged_pixel_macro_f1,forged_pixel_macro_iou,forged_pixel_macro_mcc,forged_pixel_micro_tp,forged_pixel_micro_fp,forged_pixel_micro_fn,forged_pixel_micro_tn,forged_pixel_micro_precision,forged_pixel_micro_recall,forged_pixel_micro_f1,forged_pixel_micro_iou,denominator_policy
750,750,750,1.0,328,422,0,422,302,0.4026666666666667,294,0.392,259,0.3453333333333333,120,0.16,8,0.010666666666666666,0.47825987409789966,0.3095478721371634,0.21333829468530074,0.15743792848941524,0.5196195820470688,3465732,3135160,111620726,1088321618,0.525039949146267,0.03011415991271536,0.056961253573193926,0.02931555208456037,"all expected forged images; missing, invalid, empty, or entirely out-of-bounds bbox output is a miss"
