expected_images,valid_images,coverage,tp,tn,fp,fn,accuracy,precision,recall_tpr,specificity_tnr,false_positive_rate,f1,balanced_accuracy,auroc,average_precision
1000,1000,1.0,160,230,20,590,0.39,0.8888888888888888,0.21333333333333335,0.92,0.08,0.34408602150537637,0.5666666666666667,0.6114160000000001,0.8109014172111212
