expected_forged,scored_forged,result_valid,result_coverage,with_valid_bbox,strict_localization_misses,invalid_or_missing_result_misses,valid_result_but_no_valid_bbox_misses,box_overlap_successes,box_overlap_accuracy,box_iou_at_0_1_successes,box_iou_at_0_1_accuracy,box_iou_at_0_25_successes,box_iou_at_0_25_accuracy,box_iou_at_0_5_successes,box_iou_at_0_5_accuracy,all_boxes_inside_gt_successes,all_boxes_inside_gt_accuracy,forged_pixel_macro_precision,forged_pixel_macro_recall,forged_pixel_macro_f1,forged_pixel_macro_iou,forged_pixel_macro_mcc,forged_pixel_micro_tp,forged_pixel_micro_fp,forged_pixel_micro_fn,forged_pixel_micro_tn,forged_pixel_micro_precision,forged_pixel_micro_recall,forged_pixel_micro_f1,forged_pixel_micro_iou,denominator_policy
750,750,750,1.0,67,683,0,683,57,0.076,56,0.07466666666666667,53,0.07066666666666667,21,0.028,6,0.008,0.6597058643852725,0.05760915255362246,0.0518936516002303,0.042859712910080595,0.5922288286790225,592503,1093135,114493955,1090363643,0.3515007374062521,0.0051483294411580555,0.010148023719639323,0.005099888755850608,"all expected forged images; missing, invalid, empty, or entirely out-of-bounds bbox output is a miss"
