expected_forged,scored_forged,result_valid,result_coverage,with_valid_bbox,strict_localization_misses,invalid_or_missing_result_misses,valid_result_but_no_valid_bbox_misses,box_overlap_successes,box_overlap_accuracy,box_iou_at_0_1_successes,box_iou_at_0_1_accuracy,box_iou_at_0_25_successes,box_iou_at_0_25_accuracy,box_iou_at_0_5_successes,box_iou_at_0_5_accuracy,all_boxes_inside_gt_successes,all_boxes_inside_gt_accuracy,forged_pixel_macro_precision,forged_pixel_macro_recall,forged_pixel_macro_f1,forged_pixel_macro_iou,forged_pixel_macro_mcc,forged_pixel_micro_tp,forged_pixel_micro_fp,forged_pixel_micro_fn,forged_pixel_micro_tn,forged_pixel_micro_precision,forged_pixel_micro_recall,forged_pixel_micro_f1,forged_pixel_micro_iou,denominator_policy
750,750,749,0.9986666666666667,70,680,1,679,46,0.06133333333333333,44,0.058666666666666666,41,0.05466666666666667,20,0.02666666666666667,6,0.008,0.4983984027998989,0.04532689259252111,0.041677359780191506,0.03373271079541425,0.44822661973049466,323454,1415484,114763004,1090041294,0.18600663163379028,0.002810530496993834,0.005537391886948965,0.002776382903557093,"all expected forged images; missing, invalid, empty, or entirely out-of-bounds bbox output is a miss"
