expected_images,valid_images,coverage,tp,tn,fp,fn,accuracy,precision,recall_tpr,specificity_tnr,false_positive_rate,f1,balanced_accuracy,auroc,average_precision
1000,1000,1.0,86,243,7,664,0.329,0.9247311827956989,0.11466666666666667,0.972,0.028,0.2040332147093713,0.5433333333333333,0.6516746666666667,0.8338278905426766
