run_id,condition,model_id,model_slug,protocol_version,input_source,input_manifest_sha256,input_images,review_export,review_status,include_source_pairs,max_tokens,temperature,concurrency,request_format,api_timeout_seconds,retry_max_retries_per_replicate,retry_base_backoff_seconds,image_transport,image_detail,image_max_long_side,config_fingerprint_sha256,run_manifest_path,aggregate_results_path,protocol,expected_images,valid_images,coverage,tp,tn,fp,fn,accuracy,precision,recall_tpr,specificity_tnr,false_positive_rate,f1,balanced_accuracy,auroc,average_precision
claudeopus48_cat_hysteresis_good210_c15_v3_20260722T022645_0800,cat_hysteresis_good210_v3,claude-opus-4-8,claude_opus_4_8,mllm_protocol_v3_reasoning_image_coordinates,review-export,73ae0a59f5ab658848ae749ceaae2a7ded01910578c415c9f303657556f4477d,420,annotations/claimforge_cat_hysteresis_distance_review_labels.json,good,True,600,,15,openai_chat_completions,120,5,"[2, 4, 8, 16, 32]",base64,high,2048,c76901504b8208c9ca6af1117ad7da3910d3b7e62627bcbe3596bbd7645942f9,results/mllm/claude_opus_4_8/claudeopus48_cat_hysteresis_good210_c15_v3_20260722T022645_0800.run_manifest.json,results/mllm/claude_opus_4_8/claudeopus48_cat_hysteresis_good210_c15_v3_20260722T022645_0800.jsonl,detection,420,416,0.9904761904761905,142,198,12,64,0.8173076923076923,0.922077922077922,0.6893203883495146,0.9428571428571428,0.05714285714285714,0.7888888888888889,0.8160887656033287,0.8885691169671752,0.8727908506774339
