run_id,condition,model_id,model_slug,protocol_version,input_source,input_manifest_sha256,input_images,review_export,review_status,include_source_pairs,max_tokens,temperature,concurrency,request_format,api_timeout_seconds,retry_max_retries_per_replicate,retry_base_backoff_seconds,image_transport,image_detail,image_max_long_side,config_fingerprint_sha256,run_manifest_path,aggregate_results_path,protocol,expected_images,valid_images,coverage,tp,tn,fp,fn,accuracy,precision,recall_tpr,specificity_tnr,false_positive_rate,f1,balanced_accuracy,auroc,average_precision
claudeopus48_pilot_good275_c15_v3_20260715T153257_0800,pilot_good275_v3,claude-opus-4-8,claude_opus_4_8,mllm_protocol_v3_reasoning_image_coordinates,review-export,7bd8665b3121cbbc46585b34ab526dec5ddd996a4ed6f80a206aa71da1161d53,550,claimforge_generation_review_labels.json,good,True,600,,15,openai_chat_completions,120,5,"[2, 4, 8, 16, 32]",base64,high,2048,4c5c75242cd99307fe57fa14f3d6cef7c0aa7deefbcc2704847e3d364175d8de,results/mllm/claude_opus_4_8/claudeopus48_pilot_good275_c15_v3_20260715T153257_0800.run_manifest.json,results/mllm/claude_opus_4_8/claudeopus48_pilot_good275_c15_v3_20260715T153257_0800.jsonl,detection,550,544,0.9890909090909091,129,258,17,140,0.7113970588235294,0.8835616438356164,0.4795539033457249,0.9381818181818182,0.06181818181818182,0.6216867469879518,0.7088678607637715,0.7485772220344711,0.7762947762869742
